t,value
1505273237,0
1505273247,0
1505273257,0
1505273267,0
1505273277,0
1505273287,0
1505273297,0
1505273307,0
1505273317,0
1505273327,0
1505273337,0
1505273347,0
1505273357,0
1505273367,0
1505273377,0
1505273387,0
1505273397,0
1505273407,0
1505273417,0
1505273427,0
1505273437,0
1505273447,0
1505273457,0
1505273467,0
1505273477,0
1505273487,0
1505273497,0
1505273507,0
1505273517,1
1505273527,1
1505273537,1
1505273547,0
1505273557,0
1505273567,1
1505273577,1
1505273587,1
1505273597,1
1505273607,1
1505273617,2
1505273627,2
1505273637,1
1505273647,1
1505273657,1
1505273667,1
1505273677,1
1505273687,1
1505273697,1
1505273707,2
1505273717,2
1505273727,2
1505273737,1
1505273747,1
1505273757,2
1505273767,2
1505273777,2
1505273787,2
1505273797,2
1505273807,3
1505273817,2
1505273827,2
1505273837,2
1505273847,2
1505273857,2
1505273867,2
1505273877,2
1505273887,3
1505273897,3
1505273907,2
1505273917,2
1505273927,2
1505273937,3
1505273947,3
1505273957,3
1505273967,3
1505273977,4
1505273987,4
1505273997,3
1505274007,3
1505274017,3
1505274027,3
1505274037,4
1505274047,4
1505274057,4
1505274067,4
1505274077,4
1505274087,4
1505274097,4
1505274107,4
1505274117,4
1505274127,4
1505274137,4
1505274147,4
1505274157,4
1505274167,4
1505274177,4
1505274187,4
1505274197,4
1505274207,4
1505274217,4
1505274227,4
1505274237,4
1505274247,4
1505274257,4
1505274267,4
1505274277,4
1505274287,4
1505274297,3
1505274307,3
1505274317,2
1505274327,1
1505274337,0
1505274347,0
1505274357,0
1505274367,0
1505274377,0
1505274387,0
1505274397,0
1505274407,0
1505274417,0
1505274427,0
1505274437,0
1505274447,0
1505274457,0
1505274467,0
1505274477,0
1505274487,0
1505274497,0
1505274507,0
1505274517,0
1505274527,0
1505274537,0
1505274547,0
1505274557,0
1505274567,0
1505274577,0
1505274587,0
1505274597,0
1505274607,0
1505274617,0
1505274627,0
1505274637,0
1505274647,0
1505274657,0
1505274667,0
1505274677,0
1505274687,0
1505274697,0
1505274707,0
1505274717,0
1505274727,0
1505274737,0
1505274747,0
1505274757,0
1505274767,0
1505274777,0
1505274787,0
1505274797,0
1505274807,0
1505274817,0
1505274827,0
1505274837,0
1505274847,0
1505274857,0
1505274867,0
1505274877,0
1505274887,0
1505274897,0
1505274907,0
1505274917,0
1505274927,0
1505274937,0
