t,value
1505351402,0
1505351412,563
1505351422,563
1505351432,563
1505351442,563
1505351452,563
1505351462,563
1505351472,563
1505351482,7572
1505351492,7572
1505351502,7572
1505351512,7572
1505351522,7572
1505351532,7572
1505351542,5548
1505351552,5548
1505351562,5548
1505351572,5548
1505351582,5548
1505351592,5548
1505351602,7558
1505351612,7558
1505351622,7558
1505351632,7558
1505351642,7558
1505351652,7558
1505351662,7103
1505351672,7103
1505351682,7103
1505351692,7103
1505351702,7103
1505351712,7103
1505351722,7673
1505351732,7673
1505351742,7673
1505351752,7673
1505351762,7673
1505351772,7673
1505351782,7369
1505351792,7369
1505351802,7369
1505351812,7369
1505351822,7369
1505351832,7369
1505351842,7129
1505351852,7129
1505351862,7129
1505351872,7129
1505351882,7129
1505351892,7129
1505351902,6998
1505351912,6998
1505351922,6998
1505351932,6998
1505351942,6998
1505351952,6998
1505351962,6720
1505351972,6720
1505351982,6720
1505351992,6720
1505352002,6720
1505352012,6720
1505352022,6706
1505352032,6706
1505352042,6706
1505352052,6706
1505352062,6706
1505352072,6706
1505352082,6793
1505352092,6793
1505352102,6793
1505352112,6793
1505352122,6793
1505352132,6793
1505352142,6932
1505352152,6932
1505352162,6932
1505352172,6932
1505352182,6932
1505352192,3358
1505352202,3358
1505352212,3358
1505352222,3358
1505352232,3358
1505352242,843
1505352252,843
1505352262,843
1505352272,843
1505352282,843
1505352292,843
1505352302,0
1505352312,0
1505352322,0
1505352332,0
1505352342,0
1505352352,0
1505352362,0
1505352372,0
1505352382,0
1505352392,0
1505352402,0
1505352412,0
1505352422,0
1505352432,0
1505352442,0
1505352452,0
1505352462,0
1505352472,0
1505352482,0
1505352492,0
1505352502,0
1505352512,0
1505352522,0
1505352532,0
1505352542,0
1505352552,0
1505352562,0
1505352572,0
1505352582,0
1505352592,0
1505352602,0
1505352612,0
1505352622,0
1505352632,0
1505352642,0
1505352652,0
1505352662,0
1505352672,0
1505352682,0
1505352692,0
1505352702,0
1505352712,0
1505352722,0
1505352732,0
1505352742,0
1505352752,0
1505352762,0
1505352772,0
1505352782,0
1505352792,0
1505352802,0
1505352812,0
1505352822,0
1505352832,0
1505352842,0
1505352852,0
1505352862,0
1505352872,0
1505352882,0
1505352892,0
1505352902,0
1505352912,0
1505352922,0
1505352932,0
1505352942,0
1505352952,0
1505352962,0
1505352972,0
1505352982,0
1505352992,0
1505353002,0
1505353012,0
1505353022,0
1505353032,0
1505353042,0
1505353052,0
1505353062,0
1505353072,0
1505353082,0
1505353092,0
1505353102,0
1505353112,0
1505353122,0
1505353132,0
1505353142,0
1505353152,0
1505353162,0
1505353172,0
1505353182,0
1505353192,0
1505353202,0
1505353212,0
1505353222,0
1505353232,0
1505353242,0
1505353252,0
1505353262,0
1505353272,0
1505353282,0
1505353292,0
1505353302,0
1505353312,0
1505353322,0
1505353332,0
1505353342,0
1505353352,0
1505353362,0
1505353372,0
1505353382,0
1505353392,0
1505353402,0
