t,value
1504728486,31
1504728496,31
1504728506,31
1504728516,31
1504728526,31
1504728536,31
1504728546,625
1504728556,625
1504728566,625
1504728576,625
1504728586,625
1504728596,625
1504728606,677
1504728616,677
1504728626,677
1504728636,677
1504728646,677
1504728656,677
1504728666,39
1504728676,39
1504728686,39
1504728696,39
1504728706,39
1504728716,39
1504728726,589
1504728736,589
1504728746,589
1504728756,589
1504728766,589
1504728776,589
1504728786,630
1504728796,630
1504728806,630
1504728816,630
1504728826,630
1504728836,630
1504728846,636
1504728856,636
1504728866,636
1504728876,636
1504728886,636
1504728896,636
1504728906,638
1504728916,638
1504728926,638
1504728936,638
1504728946,638
1504728956,638
1504728966,641
1504728976,641
1504728986,641
1504728996,641
1504729006,641
1504729016,641
1504729026,649
1504729036,649
1504729046,649
1504729056,649
1504729066,649
1504729076,649
1504729086,649
1504729096,649
1504729106,649
1504729116,649
1504729126,649
1504729136,649
1504729146,661
1504729156,661
1504729166,661
1504729176,661
1504729186,661
1504729196,661
1504729206,640
1504729216,640
1504729226,640
1504729236,640
1504729246,640
1504729256,640
1504729266,640
1504729276,640
1504729286,640
1504729296,640
1504729306,640
1504729316,640
1504729326,656
1504729336,656
1504729346,656
1504729356,656
1504729366,656
1504729376,656
1504729386,639
1504729396,639
1504729406,639
1504729416,639
1504729426,639
1504729436,639
1504729446,621
1504729456,621
1504729466,621
1504729476,621
1504729486,621
1504729496,621
1504729506,646
1504729516,646
1504729526,646
1504729536,646
1504729546,646
1504729556,646
1504729566,640
1504729576,640
1504729586,640
1504729596,640
1504729606,640
1504729616,640
1504729626,645
1504729636,645
1504729646,645
1504729656,645
1504729666,645
1504729676,645
1504729686,638
1504729696,638
1504729706,638
1504729716,638
1504729726,638
1504729736,638
1504729746,656
1504729756,656
1504729766,656
1504729776,656
1504729786,656
1504729796,656
1504729806,658
1504729816,658
1504729826,658
1504729836,658
1504729846,658
1504729856,658
1504729866,328
1504729876,328
1504729886,328
1504729896,328
1504729906,328
1504729916,328
1504729926,0
1504729936,0
1504729946,0
1504729956,0
1504729966,0
1504729976,0
1504729986,0
1504729996,0
1504730006,0
1504730016,0
1504730026,0
1504730036,0
1504730046,0
1504730056,0
1504730066,0
1504730076,0
1504730086,0
1504730096,0
1504730106,0
1504730116,0
1504730126,0
1504730136,0
1504730146,0
1504730156,0
1504730166,0
1504730176,0
1504730186,0
1504730196,0
1504730206,0
1504730216,0
1504730226,0
1504730236,0
1504730246,0
1504730256,0
1504730266,0
1504730276,0
1504730286,0
1504730296,0
1504730306,0
1504730316,0
1504730326,0
1504730336,0
1504730346,0
1504730356,0
1504730366,0
1504730376,0
1504730386,0
1504730396,0
1504730406,0
1504730416,0
1504730426,0
1504730436,0
1504730446,0
1504730456,0
1504730466,0
1504730476,0
1504730486,0
1504730496,0
1504730506,0
1504730516,0
1504730526,0
1504730536,0
1504730546,0
1504730556,0
1504730566,0
1504730576,0
1504730586,0
1504730596,0
1504730606,0
1504730616,0
1504730626,0
1504730636,0
1504730646,0
1504730656,0
1504730666,0
1504730676,0
1504730686,0
1504730696,0
1504730706,0
1504730716,0
1504730726,0
1504730736,0
1504730746,0
1504730756,0
1504730766,0
1504730776,0
1504730786,0
1504730796,0
1504730806,0
1504730816,0
1504730826,0
1504730836,0
1504730846,0
1504730856,0
1504730866,0
1504730876,0
1504730886,0
1504730896,0
1504730906,0
1504730916,0
1504730926,0
1504730936,0
1504730946,0
1504730956,0
1504730966,0
1504730976,0
1504730986,0
1504730996,0
1504731006,0
1504731016,0
1504731026,0
1504731036,0
1504731046,0
1504731056,0
1504731066,0
1504731076,0
1504731086,0
1504731096,0
1504731106,0
1504731116,0
1504731126,0
1504731136,0
1504731146,0
1504731156,0
1504731166,0
1504731176,0
1504731186,0
1504731196,0
1504731206,0
1504731216,0
1504731226,0
1504731236,0
1504731246,0
1504731256,0
1504731266,0
1504731276,0
1504731286,0
1504731296,0
1504731306,0
1504731316,0
1504731326,0
1504731336,0
1504731346,0
1504731356,0
1504731366,0
1504731376,0
1504731386,0
1504731396,0
1504731406,0
1504731416,0
1504731426,0
1504731436,0
1504731446,0
1504731456,0
1504731466,0
1504731476,0
1504731486,0
1504731496,0
1504731506,0
1504731516,0
1504731526,0
1504731536,0
1504731546,0
1504731556,0
1504731566,0
1504731576,0
1504731586,0
1504731596,0
1504731606,0
1504731616,0
1504731626,0
1504731636,0
1504731646,0
1504731656,0
1504731666,0
1504731676,0
1504731686,0
1504731696,0
1504731706,0
1504731716,0
1504731726,0
1504731736,0
1504731746,0
1504731756,0
1504731766,0
1504731776,0
1504731786,0
1504731796,0
1504731806,0
1504731816,0
1504731826,0
1504731836,0
1504731846,0
1504731856,0
1504731866,0
1504731876,0
1504731886,0
1504731896,0
1504731906,0
1504731916,0
1504731926,0
1504731936,0
1504731946,0
1504731956,0
1504731966,0
1504731976,0
1504731986,0
1504731996,0
1504732006,0
1504732016,0
1504732026,0
1504732036,0
1504732046,0
1504732056,0
1504732066,0
1504732076,0
1504732086,0
1504732096,0
1504732106,0
1504732116,0
1504732126,0
1504732136,0
1504732146,0
1504732156,0
1504732166,0
1504732176,0
1504732186,0
1504732196,0
1504732206,0
1504732216,0
1504732226,0
1504732236,0
1504732246,0
1504732256,0
1504732266,0
1504732276,0
1504732286,0
1504732296,0
1504732306,0
1504732316,0
1504732326,0
1504732336,0
1504732346,0
1504732356,0
1504732366,0
1504732376,0
1504732386,0
1504732396,0
1504732406,0
1504732416,0
1504732426,0
1504732436,0
1504732446,0
1504732456,0
1504732466,0
1504732476,0
1504732486,0
1504732496,0
1504732506,0
1504732516,0
